1446441025544	1446441151063	NOACTIVITYTYPE
1446441151063	1446441360344	INVEHICLE
1446441360344	1446473866530	NOACTIVITYTYPE
1446473866530	1446474447523	INVEHICLE
1446474447523	1446474547965	NOACTIVITYTYPE
1446474547965	1446474795618	INVEHICLE
1446474795618	1446474864005	NOACTIVITYTYPE
1446474864005	1446475035402	INVEHICLE
1446475035402	1446480567174	NOACTIVITYTYPE
1446480567174	1446480717737	INVEHICLE
1446480717737	1446480935273	ONFOOT
